YSR,tshell,Dyolk,φMXene,Asurface,iontype,rion,Eads,ΔGformation,DOSFermi,dinterlayer,Ea,σmax,epsilon_void,Surface_Term,C_theoretical,CE_initial,Crate,Stability_mech,C_0.1C,Retention_200,sigma_eff
0.741,25.5,192.2,0.31,550,Li,0.76,-0.69,-1.19,0.41,10.77,0.4,1.202,51.7,O,3579,97.43,87.1,1,1775,91.8,24.6
0.811,23,201.2,0.23,460,K,1.38,-0.56,-1.04,0.32,12.97,0.6,1.956,51.2,F,2950,95.33,67.1,0,1245,79.4,11.1
0.651,26.6,175.2,0.36,555,Li,0.76,-0.75,-1.3,0.48,9.42,0.36,0.892,38.2,O,3579,98.03,90.4,1,1875,94.2,31.8
0.841,14.4,206.2,0.19,415,Na,1.02,-0.52,-0.96,0.29,11.52,0.66,2.326,53.2,OH,3120,94.33,61.8,0,1080,75.1,6.8
0.601,39.5,159.2,0.42,644,Li,0.76,-0.84,-1.47,0.55,9.12,0.28,0.526,48.2,O,3579,98.93,94.1,1,2005,96.8,41.4
0.721,20.2,189.2,0.32,568,Li,0.76,-0.7,-1.21,0.43,10.57,0.39,1.092,48.7,O,3579,97.53,87.6,1,1795,92.2,26.1
0.781,18.1,196.2,0.27,510,K,1.38,-0.58,-1.08,0.33,13.07,0.59,1.756,57.7,F,2950,95.63,68.6,0,1295,80.1,13.8
0.671,25.1,178.2,0.34,605,Li,0.76,-0.72,-1.26,0.46,9.52,0.37,0.986,40.2,O,3579,97.83,88.8,1,1835,93.5,28.6
0.831,16.1,204.2,0.2,425,Na,1.02,-0.53,-0.97,0.31,11.42,0.65,2.256,52.2,OH,3120,94.53,62.8,0,1100,76.4,7.6
0.621,28.6,167.2,0.4,565,Li,0.76,-0.79,-1.39,0.52,9.32,0.32,0.732,44.2,O,3579,98.53,92.6,1,1950,95.6,37.4
0.701,23.1,184.2,0.32,580,Li,0.76,-0.71,-1.23,0.44,9.62,0.38,1.012,40.2,O,3579,97.73,88.4,1,1810,92.6,27.4
0.751,19.5,193.2,0.29,530,K,1.38,-0.61,-1.13,0.36,11.92,0.54,1.526,45.2,F,2950,95.83,70.8,0,1340,81.6,17.1
0.641,33.6,171.2,0.37,610,Li,0.76,-0.74,-1.29,0.47,9.42,0.36,0.872,37.2,O,3579,98.13,90.8,1,1865,94.3,33.1
0.653,30.2,175.6,0.341,547,Li,0.76,-0.701,-1.231,0.433,9.89,0.401,0.953,40.4,O,3579,98.35,89.58,1,1893,93.7,29.1
0.74,16.9,216,0.159,440,Na,1.02,-0.499,-0.959,0.273,11.98,0.589,2.06,59.8,OH,3120,94.88,64.38,0,1168,77.98,7.78
0.588,31.2,164,0.399,583,Li,0.76,-0.729,-1.329,0.459,9.91,0.341,0.743,40.1,O,3579,98.31,93.02,1,1923,95.38,41.68
0.74,18.2,204,0.301,531,K,1.38,-0.569,-1.079,0.361,12.09,0.571,1.393,45.9,F,2950,96.57,71.48,0,1348,81.88,18.48
0.545,43.6,162.8,0.359,561,Li,0.76,-0.821,-1.441,0.499,9.71,0.269,0.563,55.8,O,3579,99.37,93.68,1,2057,96.9,37.98
0.687,21.4,186,0.229,511,Li,0.76,-0.741,-1.301,0.429,10.21,0.329,1.107,42.9,O,3579,97.41,87.08,1,1748,91.38,22.08
0.785,19.9,206,0.129,401,Na,1.02,-0.459,-0.899,0.229,12.21,0.659,2.507,52.9,OH,3120,93.71,59.78,0,1048,73.68,5.68
0.565,26,179,0.371,611,Li,0.76,-0.679,-1.229,0.463,10.11,0.381,0.943,42.1,O,3579,98.79,90.28,1,1848,93.68,32.48
0.767,16.4,201,0.199,481,Na,1.02,-0.529,-1.029,0.289,11.71,0.559,1.867,47.9,F,3120,95.41,67.78,0,1288,79.88,12.18
0.525,41.6,157.8,0.379,647,Li,0.76,-0.759,-1.359,0.479,9.81,0.321,0.713,44,O,3579,99.27,92.88,1,1958,95.78,40.08
0.717,20.3,191,0.279,571,Li,0.76,-0.639,-1.159,0.369,10.41,0.421,1.177,41.9,O,3579,97.11,87.68,1,1783,92.08,26.38
0.715,20.2,211,0.169,421,K,1.38,-0.521,-0.971,0.249,12.31,0.619,2.337,57.9,F,2950,94.41,63.08,0,1118,76.38,8.78
0.623,28,179.2,0.381,616,Li,0.76,-0.709,-1.279,0.481,10.01,0.341,0.873,43.1,O,3579,98.21,91.48,1,1883,94.58,34.78
0.765,21,204,0.139,411,Na,1.02,-0.469,-0.909,0.239,12.11,0.639,2.427,54.9,OH,3120,94.11,61.38,0,1068,74.58,6.38
0.535,40.2,164,0.369,626,Li,0.76,-0.791,-1.371,0.469,9.91,0.331,0.743,48.1,O,3579,98.41,93.18,1,1968,95.98,39.38
0.663,31,178,0.351,606,Li,0.76,-0.669,-1.209,0.399,10.21,0.391,1.013,45.1,O,3579,97.61,88.48,1,1828,93.08,29.08
0.675,27.2,194,0.281,526,K,1.38,-0.621,-1.141,0.371,11.99,0.519,1.537,46.9,F,2950,95.61,71.08,0,1358,82.38,17.78
0.643,25,182,0.361,609,Li,0.76,-0.731,-1.281,0.451,10.11,0.371,0.953,43.1,O,3579,97.91,89.58,1,1853,93.78,31.08
0.803,19.2,214,0.181,431,Na,1.02,-0.531,-0.981,0.301,12.11,0.639,2.133,53.6,OH,3120,94.41,62.08,0,1083,75.78,6.98
0.505,40.8,153.4,0.421,645,Li,0.76,-0.801,-1.411,0.521,9.81,0.321,0.703,52.8,O,3579,98.71,93.38,1,1973,96.38,40.78
0.693,30.1,184,0.301,561,Li,0.76,-0.691,-1.201,0.411,10.31,0.401,1.143,40,O,3579,97.31,87.38,1,1768,91.58,25.38
0.705,24.8,197,0.251,501,K,1.38,-0.591,-1.101,0.341,12.61,0.581,1.725,47,F,2950,95.51,69.08,0,1303,80.58,14.78
0.673,24,190,0.321,596,Li,0.76,-0.721,-1.261,0.461,10.11,0.361,0.983,44.1,O,3579,97.81,89.08,1,1838,93.38,27.58
0.823,22.1,207,0.171,406,Na,1.02,-0.521,-0.961,0.281,12.21,0.661,2.395,61.3,OH,3120,94.21,60.58,0,1058,74.38,6.08
0.613,30,168,0.381,619,Li,0.76,-0.781,-1.351,0.501,9.91,0.341,0.763,49.1,O,3579,98.31,92.38,1,1938,95.48,36.78
0.723,19,201,0.291,541,Li,0.76,-0.701,-1.221,0.421,10.41,0.391,1.153,41,O,3579,97.51,87.88,1,1803,92.38,24.08
0.793,23.1,205,0.211,451,K,1.38,-0.551,-1.021,0.311,12.71,0.611,2.095,55,F,2950,95.11,66.38,0,1213,78.78,10.38
0.643,27,171,0.371,613,Li,0.76,-0.741,-1.291,0.471,9.4,0.351,0.865,36,O,3579,98.11,90.58,1,1868,94.38,33.38
0.843,12.4,216,0.151,391,Na,1.02,-0.491,-0.921,0.251,12.41,0.711,2.645,56,OH,3120,93.51,58.78,0,1013,72.58,4.78
